medicine_shape_seq,큰제품이미지,표시앞,표시뒤,의약품제형,색상앞,색상뒤
5511,,HNEVA,,원형,청록,
5512,,EPX,,원형,하양,
5513,,u,,원형,하양,
5514,,KMS,C9,원형,하양,
5515,,SJ,I분할선T,원형,하양,
5516,,C분할선V,IH,원형,하양,
5517,,PKP,분할선,원형,하양,
5518,,LD,5,원형,분홍,
5519,,KB분할선7,,원형,주황,
5520,,GJ,,원형,노랑,
5521,,ZLT,,원형,노랑,
5522,,WJ2,,원형,노랑,
5523,,YPP EDL,,장방형,초록,노랑
5524,,KPP BDS,,장방형,초록,노랑
5525,,KK,25,원형,초록,
5526,,KG,,원형,연두,
5527,,마크F,,원형,하양,
5528,,KG,20,원형,하양,
5529,,KPP PRA,,장방형,하양,하양
5530,,YY,,원형,분홍,
5531,,LP30,,원형,갈색,
5532,,마크 OMT,,장방형,빨강,분홍
5533,,마크 ORASEC,,장방형,빨강,분홍
5534,,SS OMF,,장방형,갈색,분홍
5535,,마크 OMR,,장방형,갈색,분홍
5536,,WU OF,,장방형,빨강,분홍
5537,,PKP PKP,,장방형,갈색,분홍
5538,,KS,20,원형,하양,
5539,,AL,L,원형,하양,
5540,,KG,25,원형,하양,
5541,,Wal 23,,원형,하양,
5542,,마크,T4분할선,원형,분홍,
5543,,FSR,십자분할선,원형,파랑,
5544,,KPP,50,원형,하양,
5545,,Newmarin,,장방형,갈색,
5546,,F분할선C,SCD,원형,하양,
5547,,D.W,D분할선T,기타,하양,
5548,,마크 CRP100,,장방형,회색,하양
5549,,SUDO SUDOEPT  EPT,,장방형,초록,노랑
5550,,SP NERSC,,장방형,주황,하양
5551,,MX 7.5mg,,장방형,초록,초록
5552,,SUDO SUDOMLC  MLC,,장방형,연두,연두
5553,,마크LNP,,원형,갈색,
5554,,T분할선50,MIP,장방형,노랑,
5555,,PAROX 20,M분할선I,장방형,하양,
5556,,MKF,십자분할선,원형,파랑,
5557,,마크,IT100,원형,하양,
5558,,CPC,마크,타원형,하양,
5559,,SP,CS,원형,주황,
5560,,DKP,100,원형,노랑,
5561,,KMS,,타원형,초록,
5562,,BP,R,원형,하양,
5563,,kap,,원형,하양,
5564,,BAYER,C500 QD,타원형,하양,
5565,,분할선,마크PF,장방형,하양,
5566,,K분할선D,C분할선5,원형,하양,
5567,,WK,53,원형,하양,
5568,,마크 KT,,장방형,노랑,
5569,,DNT,,원형,하양,
5570,,NL,,원형,분홍,
5571,,JRP,,타원형,파랑,
5572,,RSN,5mg,장방형,노랑,
5573,,RSN,35mg,장방형,주황,
5574,,HOD,2.5,원형,주황,
5575,,1+2.5,,원형,하양,
5576,,1+5,,원형,하양,
5577,,2+5,,원형,하양,
5578,,HHH,CG,타원형,갈색,
5579,,PROVIGIL,200분할선MG,장방형,하양,
5580,,닥터베아제,,장방형,주황,
5581,,D2,,원형,주황,
5582,,0,,장방형,노랑,
5583,,D4,분할선,원형,노랑,
5584,,마크,분할선,원형,하양,
5585,,YUYU LCC     250,,장방형,파랑,파랑
5586,,YUYU LNC     500,,장방형,파랑,"파랑, 옅은"
5587,,10분할선00,D.분할선W,장방형,하양,
5588,,Y분할선H,SV20,타원형,주황,
5589,,C,C분할선250,원형,노랑,
5590,,D-W,S분할선40,타원형,분홍,
5591,,D-W D-WFNO FNO,,장방형,주황,주황
5592,,RNS,분할선,타원형,주황,
5593,,Y분할선I,21,타원형,주황,
5594,,IH,L분할선P,타원형,분홍,
5595,,NGP,CRN,장방형,하양,
5596,,KΛT,,장방형,하양,
5597,,마크 NOVA,,장방형,갈색,갈색
5598,,CKD,AD분할선5,기타,하양,
5599,,0,SK분할선5,팔각형,하양,
5600,,HMP,AM분할선5,육각형,하양,
5601,,SA DST,,장방형,초록,노랑
5602,,SCD EDS,,장방형,초록,노랑
5603,,Wal C13,,장방형,초록,초록
5604,,HS,200,원형,연두,
5605,,FMZ,,원형,하양,
5606,,K20,,원형,연두,
5607,,Wal C14,,장방형,갈색,분홍
5608,,150,,원형,하양,
5609,,U,,원형,분홍,
5610,,MMRE,,원형,하양,
5611,,SJ,ME,원형,하양,
5612,,SIRBD,,원형,하양,
5613,,PKE,,원형,하양,
5614,,ETX1,,타원형,하양,
5615,,마크,M분할선D,기타,초록,
5616,,마크분할선GLT,분할선,기타,초록,
5617,,G분할선2,JI분할선JI,기타,초록,
5618,,W분할선U,분할선,기타,초록,
5619,,ET분할선2,분할선,기타,초록,
5620,,G분할선P,분할선,기타,초록,
5621,,AD,분할선,기타,초록,
5622,,HD분할선G2,분할선,기타,초록,
5623,,DEN,,원형,노랑,
5624,,Ceclor D.W,,장방형,남색,하양
5625,,KGP CFC 250,,장방형,보라,하양
5626,,KGP CFD500,,장방형,초록,연두
5627,,CX,분할선,장방형,하양,
5628,,마크,500,타원형,하양,
5629,,DC,,장방형,노랑,
5630,,CRO,,타원형,노랑,
5631,,마크,CL,타원형,노랑,
5632,,DHNP FZOL,,장방형,파랑,하양
5633,,SW FLC,,장방형,파랑,하양
5634,,CT FCN,,장방형,파랑,하양
5635,,KNZ 50,,장방형,파랑,하양
5636,,hw FLN   50,,장방형,파랑,하양
5637,,ETX3,,장방형,하양,
5638,,S분할선S,TR,원형,하양,
5639,,Y분할선K,,원형,하양,
5640,,BP A100,,원형,하양,
5641,,SVD,분할선,타원형,주황,
5642,,HK·LS,,원형,하양,
5643,,NGP,,타원형,초록,
5644,,ASC,,타원형,초록,
5645,,YP,,장방형,초록,
5646,,KJ,ITR,원형,하양,
5647,,IT,DWP,원형,하양,
5648,,DS RMR,,장방형,분홍,"분홍, 옅은"
5649,,r분할선y,분할선,장방형,분홍,
5650,,0,DK분할선5,팔각형,하양,
5651,,T25,MI,원형,하양,
5652,,ID분할선M,분할선,기타,하양,
5653,,TO,KD,원형,하양,
5654,,RI분할선1,KD,장방형,하양,
5655,,마크 ZDX     60,,장방형,하양,하양
5656,,마크 ZDX     80,,장방형,파랑,하양
5657,,NS GABA,,장방형,노랑,노랑
5658,,RY,ITZ,원형,하양,
5659,,NIS 10,,원형,노랑,
5660,,NIS 20,,원형,노랑,
5661,,PUROSTA,YP5,기타,파랑,
5662,,GUJU FGS,,장방형,노랑,노랑
5663,,HN ER,,장방형,하양,
5664,,마크,T분할선P,원형,노랑,
5665,,YH,0.3,원형,하양,
5666,,0,,타원형,초록,
5667,,LF,,원형,하양,
5668,,YJP,,타원형,하양,
5669,,SCD,ASE,원형,하양,
5670,,SCD RS,,장방형,연두,"하양, 투명"
5671,,마크,RX,원형,하양,
5672,,TGPRN,,원형,하양,
5673,,MOTR,,타원형,검정,
5674,,ALZA150 ALZA150,,장방형,자주,노랑
5675,,JRP분할선G10,,원형,파랑,
5676,,TOT,마크,원형,초록,
5677,,ST40,분할선,타원형,분홍,
5678,,P,,원형,하양,
5679,,DM,분할선,원형,하양,
5680,,DKP,,원형,초록,
5681,,0,,기타,"노랑, 투명",
5682,,NRP,,장방형,회색,빨강
5683,,DPF,분할선,장방형,주황,
5684,,NZT NZT,,장방형,갈색,분홍
5685,,BK H-Ca,,원형,하양,
5686,,SK E,,원형,하양,
5687,,SD,,원형,초록,
5688,,Y,T,원형,하양,
5689,,I,U,원형,하양,
5690,,YI,6,원형,하양,
5691,,GLG,N,원형,하양,
5692,,GL1분할선GL1,분할선,기타,분홍,
5693,,GMP분할선GMP,마크분할선마크,기타,초록,
5694,,KJ분할선KJ,분할선,기타,청록,
5695,,마크분할선2,,장방형,초록,
5696,,D분할선W,분할선,기타,초록,
5697,,DW분할선2,분할선,기타,초록,
5698,,DKP분할선GLP,분할선,기타,초록,
5699,,GL2 GL2,,기타,청록,
5700,,마크,분할선,기타,초록,
5701,,BKG분할선BKG,분할선,기타,청록,
5702,,LEX분할선LEX,분할선,기타,초록,
5703,,SGL분할선SGL,분할선,기타,초록,
5704,,SJ분할선SJ,분할선,기타,청록,
5705,,SCD분할선SCD,GM분할선GM,기타,청록,
5706,,SEL분할선SEL,분할선,기타,초록,
5707,,ARM분할선ARM,분할선,기타,청록,
5708,,ID분할선ID,분할선,기타,청록,
5709,,ISG분할선ISG,분할선,기타,청록,
5710,,C분할선N2,분할선,기타,연두,
5711,,G분할선G,마크,장방형,청록,
5712,,MAR MAR,분할선,기타,청록,
5713,,HM분할선HM,분할선,기타,초록,
5714,,HA분할선HA,분할선,기타,초록,
5715,,W분할선G2,분할선,기타,초록,
5716,,GJM,,원형,하양,
5717,,GLV분할선KJ,,원형,하양,
5718,,Wal 분할선19,,원형,하양,
5719,,125,,원형,하양,
5720,,마크 GBP300,,장방형,노랑,노랑
5721,,마크 HC,,타원형,회색,
5722,,Hanwha LCR,,장방형,하양,하양
5723,,S분할선A,NVR,원형,갈색,
5724,,KLN Ts0.2,,장방형,주황,하양
5725,,NT분할선16,분할선,타원형,하양,
5726,,NT분할선26,분할선,타원형,하양,
5727,,Oxetine CHO-A 20mg,,장방형,연두,노랑
5728,,H분할선W,LXP,원형,하양,
5729,,CHOA,분할선,원형,하양,
5730,,HNPB,,원형,하양,
5731,,마크 NTC100,,장방형,하양,하양
5732,,마크,CCF,원형,하양,
5733,,LPN,마크,원형,분홍,
5734,,HL145,,원형,하양,
5735,,KBP MLX7.5,,장방형,초록,초록
5736,,마크 Mobex,,장방형,초록,초록
5737,,마크 MELCAM,,장방형,초록,초록
5738,,마크 AML,,장방형,초록,초록
5739,,Q10,YJP,타원형,빨강,
5740,,DW분할선B,분할선,타원형,하양,
5741,,TG FLM,,장방형,연두,노랑
5742,,PK분할선N,,원형,하양,
5743,,마크 1,,장방형,초록,
5744,,마크 F,,장방형,노랑,
5745,,마크 FRP10,,장방형,초록,초록
5746,,KJ FLX 　20mg,,장방형,연두,노랑
5747,,NK,E,원형,하양,
5748,,J분할선Y,DMT,기타,하양,
5749,,KR,,원형,하양,
5750,,KK분할선10,,장방형,하양,
5751,,PKI2,,타원형,노랑,
5752,,0.5mgC-119,0.5mgC-119,장방형,노랑,노랑
5753,,1mgC-119,1mgC-119,장방형,하양,하양
5754,,A분할선CL,032,원형,분홍,
5755,,KG,F5,원형,분홍,
5756,,YI,19,원형,분홍,
5757,,KS,,원형,분홍,
5758,,G300 G300,,장방형,노랑,노랑
5759,,DT,,원형,하양,
5760,,HS,LC,원형,노랑,
5761,,A2,분할선,원형,하양,
5762,,L10,분할선,원형,노랑,
5763,,HNP RPD,,장방형,주황,주황
5764,,LE,25,원형,하양,
5765,,SUSPEN  ER,,장방형,하양,
5766,,KD Pro,,장방형,초록,노랑
5767,,WU,L,원형,하양,
5768,,CP13,,원형,초록,
5769,,MM NP 200,,장방형,주황,주황
5770,,마크 FRP,,장방형,연두,노랑
5771,,HL104,,원형,하양,
5772,,DHNP OMC,,장방형,갈색,분홍
5773,,KP,ZN75,장방형,주황,
5774,,OD,5,원형,하양,
5775,,IR,,원형,하양,
5776,,C,분할선,원형,하양,
5777,,SW RIO,,장방형,초록,빨강
5778,,SWSM,,원형,하양,
5779,,마크 H4,,타원형,하양,분홍
5780,,KMS CFL250mg,,장방형,보라,하양
5781,,TG CPC,,장방형,빨강,노랑
5782,,BC CFC250mg,,장방형,보라,하양
5783,,SPP CD50,,장방형,노랑,주황
5784,,마크 CFD,,장방형,초록,연두
5785,,PKP PKP,,장방형,초록,노랑
5786,,PKK,,원형,하양,
5787,,SD,625,타원형,하양,
5788,,GUJU YN50,,장방형,파랑,하양
5789,,UKP FLN,,장방형,파랑,하양
5790,,PK PK,,장방형,파랑,하양
5791,,KKM,L분할선F,타원형,하양,
5792,,hw34,분할선,원형,하양,
5793,,M150,,원형,하양,
5794,,D.W,1/2,원형,분홍,
5795,,SP ARTHREN     25mg,,장방형,주황,노랑
5796,,DC1,,원형,하양,
5797,,YI Edos,,장방형,초록,노랑
5798,,Disgren150MYUNGIN,,장방형,"하양, 투명","하양, 투명"
5799,,SEARLE39,,원형,노랑,
5800,,AID,,타원형,검정,
5801,,UKP MCN,,장방형,하양,하양
5802,,JRPFLT,,원형,주황,
5803,,YH MLX15,,장방형,파랑,노랑
5804,,분할선,KKM,장방형,하양,
5805,,G분할선2,분할선,기타,청록,
5806,,UM RONTIN300　 　　˙,,장방형,노랑,노랑
5807,,MBT,,원형,하양,
5808,,HK분할선NT,,장방형,노랑,
5809,,BC,TL,원형,주황,
5810,,CT NO,,장방형,연두,노랑
5811,,N분할선T,WI,장방형,하양,
5812,,LCE 100,,타원형,갈색,
5813,,LCE50,,원형,갈색,
5814,,WK9,,원형,하양,
5815,,AFS,,원형,하양,
5816,,마크,TRM,원형,하양,
5817,,YP,,원형,하양,
5818,,마크,TMR,원형,하양,
5819,,Krs TP,,원형,하양,
5820,,C25,분할선,원형,하양,
5821,,WU,C분할선5,원형,하양,
5822,,C분할선V,UT,원형,하양,
5823,,C분할선2,마크,장방형,하양,
5824,,HMP,5,원형,분홍,
5825,,SANKYO,C14,원형,하양,
5826,,KU 119,분할선,장방형,하양,
5827,,마크SV20,분할선,타원형,주황,
5828,,BI,분할선,타원형,분홍,
5829,,마크,MD분할선5,팔각형,하양,
5830,,YJP ACB,,장방형,회색,하양
5831,,RY EDC,,장방형,초록,노랑
5832,,마크 BPL,,장방형,회색,하양
5833,,ACEPECT SAMJIN,,장방형,회색,하양
5834,,MM GLT,,원형,분홍,
5835,,VD,,원형,하양,
5836,,마크213,30,원형,분홍,
5837,,마크212,15,원형,분홍,
5838,,URM0.1,분할선,타원형,하양,
5839,,URM 0.2,분할선,원형,하양,
5840,,KD USC,십자분할선,원형,파랑,
5841,,RY,20,원형,하양,
5842,,IH,PV,원형,하양,
5843,,TSC SAMJIN,,장방형,주황,하양
5844,,HS TS,,장방형,주황,하양
5845,,KKM TML,,장방형,주황,하양
5846,,KBP TS 0.2,,장방형,주황,하양
5847,,KJFINA,십자분할선,원형,파랑,
5848,,마크,,장방형,연두,
5849,,BRFINA,십자분할선,원형,파랑,
5850,,BKF5,십자분할선,원형,파랑,
5851,,PLA300Hanmi,,장방형,"하양, 투명","하양, 투명"
5852,,IYPFNST,십자분할선,원형,파랑,
5853,,HF5,십자분할선,원형,파랑,
5854,,마크 H8,,타원형,하양,분홍
5855,,D-WA,분할선,타원형,하양,
5856,,RIO RIO,,장방형,초록,빨강
5857,,K분할선5,,원형,하양,
5858,,마크,C분할선4,타원형,노랑,
5859,,마크,C분할선8,타원형,노랑,
5860,,Rs분할선2,,장방형,주황,
5861,,DK분할선,마크,원형,하양,
5862,,Mc,MP,타원형,하양,
5863,,VST,분할선,원형,하양,
5864,,SS CEF,,장방형,주황,주황
5865,,D분할선216,,원형,하양,
5866,,마크,R,원형,하양,
5867,,KAP,,원형,하양,
5868,,DS,분할선,타원형,주황,
5869,,GBT KDC,,장방형,노랑,노랑
5870,,DID,CLP,장방형,하양,
5871,,GJT,,원형,하양,
5872,,KMS,LVC,원형,하양,
5873,,KCF,분할선,장방형,주황,
5874,,TH,,원형,초록,
5875,,TZ1,,원형,하양,
5876,,TZ2,,원형,하양,
5877,,KB MY,,장방형,노랑,노랑
5878,,마크 NF,,원형,하양,
5879,,SD,LXR,원형,분홍,
5880,,CKD M15,,장방형,연두,노랑
5881,,UK15,,원형,하양,
5882,,GJTM,,원형,주황,
5883,,IHP,,원형,주황,
5884,,SWTL,,원형,주황,
5885,,KOLON,MNF 350,타원형,하양,
5886,,Rs분할선1,,장방형,하양,
5887,,JT,,원형,하양,
5888,,MKTN,,원형,하양,
5889,,D분할선B,25,원형,하양,
5890,,SWLP,,원형,하양,
5891,,T분할선S,마크,원형,분홍,
5892,,5147,,장방형,노랑,
5893,,ID4,,원형,노랑,
5894,,WU,,장방형,하양,
5895,,G120,,타원형,초록,
5896,,YH AM5,,장방형,하양,하양
5897,,MM ER300,,장방형,초록,노랑
5898,,WI ERD,,장방형,초록,노랑
5899,,IBN ELD,,장방형,초록,초록
5900,,ΛT,,장방형,하양,
5901,,마크L,,장방형,하양,
5902,,IH,분할선,기타,노랑,
5903,,Wal C08,,장방형,"하양, 투명","하양, 투명"
5904,,KBP ECC,,장방형,초록,노랑
5905,,SP EDONAL,,장방형,초록,노랑
5906,,마크 마크,,장방형,초록,노랑
5907,,마크RL,,원형,분홍,
5908,,Krs Krs,,장방형,갈색,분홍
5909,,KP,,원형,하양,
5910,,KJ,RBM,원형,하양,
5911,,마크,RBC,원형,하양,
5912,,마크 By-can,,장방형,하양,하양
5913,,ATN,,장방형,초록,
5914,,U7,,장방형,초록,
5915,,마크,PRD,기타,파랑,
5916,,MMP20,,원형,하양,
5917,,WJ,22,원형,하양,
5918,,마크,1,원형,하양,
5919,,C분할선N1,분할선,기타,분홍,
5920,,K분할선b2,분할선,기타,연두,
5921,,NK분할선DM,분할선,기타,초록,
5922,,DS분할선DS,분할선,기타,초록,
5923,,KG,분할선,기타,초록,
5924,,Y분할선Y,분할선,기타,청록,
5925,,JR분할선G,분할선,기타,초록,
5926,,마크1,,기타,파랑,
5927,,YH,AM분할선5,팔각형,하양,
5928,,마크,PF분할선5,기타,파랑,
5929,,YH,F5,원형,파랑,
5930,,IH분할선GP,분할선,기타,초록,
5931,,S분할선K,분할선,기타,초록,
5932,,Y분할선H,분할선,기타,파랑,
5933,,LVS 175,,장방형,"갈색, 투명",
5934,,SD,IT,원형,하양,
5935,,KDI,,원형,하양,
5936,,ALC,100,원형,하양,
5937,,마크,500,타원형,하양,
5938,,마크50,,원형,하양,
5939,,KKM,100,원형,하양,
5940,,WJ12,,장방형,주황,
5941,,BKAL,,장방형,초록,
5942,,IY DCap,,타원형,"노랑, 투명",
5943,,SLB140,,장방형,"갈색, 투명",
5944,,silytonic,,장방형,"갈색, 투명",
5945,,YI-R,,타원형,"갈색, 투명",
5946,,DS4,십자분할선,타원형,하양,
5947,,IY,P,원형,하양,
5948,,마크 CC,,장방형,노랑,하양
5949,,CN2,,원형,노랑,
5950,,TEL,,원형,주황,
5951,,NK C+,,장방형,주황,하양
5952,,NKAM,,원형,노랑,
5953,,덴드리스 마크,,장방형,파랑,파랑
5954,,FA-N,,장방형,하양,
5955,,GEN,,장방형,갈색,
5956,,CKD CKD,,장방형,초록,초록
5957,,CKD CKD,,장방형,파랑,파랑
5958,,JW7,,삼각형,갈색,
5959,,뉴로친,,장방형,빨강,
5960,,SP FENOREN,,장방형,주황,하양
5961,,HM,분할선,원형,주황,
5962,,HL분할선25,,원형,주황,
5963,,NS EDO,,장방형,초록,노랑
5964,,PRS,4분할선0,타원형,분홍,
5965,,YJP FLC50,,장방형,파랑,하양
5966,,GMP분할선GMP,분할선,기타,초록,
5967,,HANA ETI,,장방형,초록,노랑
5968,,C분할선BA,분할선,장방형,하양,
5969,,NP,,원형,갈색,
5970,,SNP OQZ,,장방형,갈색,분홍
5971,,RNT150,,원형,하양,
5972,,GJ150,,원형,하양,
5973,,HM,RNB150,원형,하양,
5974,,WJ,23,오각형,분홍,
5975,,DMC,,원형,하양,
5976,,마크,MC,원형,하양,
5977,,RB,TD,원형,하양,
5978,,ET4,,원형,하양,
5979,,GJ,D,원형,하양,
5980,,LV25,II3,원형,하양,
5981,,LST,,원형,하양,
5982,,마크43,,원형,하양,
5983,,ETX BPD,,장방형,주황,노랑
5984,,마크분할선Am,,기타,청록,
5985,,KK분할선2,분할선,기타,초록,
5986,,S분할선P,G분할선M,기타,초록,
5987,,M분할선IH,,원형,하양,
5988,,IBN Mzi,,장방형,갈색,노랑
5989,,IB     IBCFC250 CFC250,,장방형,보라,하양
5990,,SW CNF,,장방형,보라,하양
5991,,CO분할선CD,분할선,기타,초록,
5992,,SINIL,MTM500,원형,하양,
5993,,WU,TN,원형,하양,
5994,,마크TM,분할선,원형,하양,
5995,,마크 FLU,,장방형,파랑,하양
5996,,YH,FVS,원형,하양,
5997,,0,,원형,하양,
5998,,0,,원형,분홍,
5999,,0,,원형,하양,
6000,,0,,원형,분홍,
6001,,0,,원형,하양,
6002,,0,,원형,하양,
6003,,ΛJU,ΛLT,타원형,하양,
6004,,마크CFC,,장방형,하양,
6005,,DKC,분할선,장방형,하양,
6006,,WJ,47,타원형,분홍,
6007,,NK,CFZ,타원형,분홍,
6008,,마크39,,원형,하양,
6009,,SNP,,장방형,노랑,
6010,,C분할선Λ,분할선,기타,초록,
6011,,MK분할선LC,분할선,기타,초록,
6012,,KLN,KOT,원형,하양,
6013,,hw분할선hw,분할선,기타,초록,
6014,,UDT,분할선,원형,노랑,
6015,,KLN GPC100,,장방형,하양,하양
6016,,CRZ,YJP,장방형,주황,
6017,,D-W,L분할선T,타원형,하양,
6018,,D-W,CLV,원형,하양,
6019,,CFV 250,,원형,하양,
6020,,마크분할선3,분할선,기타,하양,
6021,,hw14,,원형,분홍,
6022,,HTVAS,,원형,분홍,
6023,,CKD BGR,,장방형,빨강,빨강
6024,,BO,,원형,노랑,
6025,,UT GER,,장방형,갈색,
6026,,POWER,,장방형,갈색,
6027,,마크 LRG,,장방형,연두,노랑
6028,,DENTAMIN DENTAMIN,,장방형,갈색,갈색
6029,,알부제롤,,장방형,갈색,
6030,,I분할선Y,,장방형,주황,
6031,,TLT,I분할선Y,장방형,갈색,
6032,,ELD KLN,,장방형,초록,연두
6033,,AFD,5,원형,분홍,
6034,,RP CFC,,장방형,보라,하양
6035,,kpp atr,,장방형,파랑,하양
6036,,KKM CFD,,장방형,빨강,노랑
6037,,마크 CFD,,장방형,빨강,노랑
6038,,SNP CFX,,장방형,주황,주황
6039,,마크 CFR,,장방형,파랑,파랑
6040,,MM CM,,장방형,노랑,
6041,,GJJ,,원형,파랑,
6042,,ACC,KKM,원형,파랑,
6043,,C250,II3,원형,하양,
6044,,KKM 분할선250,,원형,하양,
6045,,NGP DFZ,,장방형,파랑,하양
6046,,FURA JRP,,장방형,파랑,하양
6047,,TDS CN50,,장방형,파랑,하양
6048,,HN FLU,,장방형,파랑,하양
6049,,CYMO,,원형,분홍,
6050,,A-R,,장방형,분홍,
6051,,KD분할선KD,분할선,기타,하양,
6052,,NEC 300 SAMJIN,,장방형,노랑,노랑
6053,,ANP,AF,원형,하양,
6054,,SNP MRC,,장방형,초록,초록
6055,,마크 MLC,,장방형,초록,초록
6056,,Exicam 15mg,,장방형,연두,노랑
6057,,MPS SCC,,장방형,주황,하양
6058,,0,,원형,노랑,
6059,,0,,원형,노랑,
6060,,0,,원형,노랑,
6061,,414,,장방형,하양,
6062,,CLC500,,장방형,노랑,
6063,,MMT,,원형,하양,
6064,,H분할선S,AR,장방형,하양,
6065,,SV,분할선,타원형,주황,
6066,,마크,SM500,장방형,하양,
6067,,DA DGCH,,장방형,노랑,노랑
6068,,DA DGC,,장방형,하양,하양
6069,,T분할선10,,원형,하양,
6070,,T분할선5,,원형,하양,
6071,,2.5,,원형,하양,
6072,,SIMVAUNI20,분할선,타원형,주황,
6073,,마크,T분할선4,원형,하양,
6074,,ry2,분할선,원형,하양,
6075,,URV,UM,원형,하양,
6076,,r분할선y,,원형,하양,
6077,,IDP LAC,,장방형,연두,하양
6078,,ID20,분할선,타원형,주황,
6079,,UK8,,원형,노랑,
6080,,NJT,,원형,주황,
6081,,NET,,장방형,하양,
6082,,HN,분할선,원형,노랑,
6083,,379,,원형,하양,
6084,,379,,원형,분홍,
6085,,JY NZT,,장방형,노랑,"노랑, 옅은"
6086,,JY분할선AG,625,타원형,하양,
6087,,CET,,원형,하양,
6088,,UNIQ,,원형,초록,
6089,,UM UNIXIME,,장방형,노랑,노랑
6090,,TAPA,,원형,하양,
6091,,KOLON375,,타원형,하양,
6092,,KOLON 625,,타원형,하양,
6093,,NKV,,원형,분홍,
6094,,IBN DSZ,,장방형,초록,초록
6095,,BSP,,원형,하양,
